item,itemLabel,statements,ensg_wdt,entrez,ensg_panglao,species
Q18052870,GLIS3,59,ENSG00000107249,169792,ENSG00000107249,Homo sapiens
Q18052875,ZNF883,17,ENSG00000285447,169834,ENSG00000228623,Homo sapiens
Q18052876,ZNF169,31,ENSG00000175787,169841,ENSG00000175787,Homo sapiens
Q18052881,SPIN3,67,ENSG00000204271,169981,ENSG00000204271,Homo sapiens
Q18052883,FAM47B,19,ENSG00000189132,170062,ENSG00000189132,Homo sapiens
Q18052886,SUPT20HL2,11,,170067,ENSG00000223611,Homo sapiens
Q18052887,TCEANC,33,ENSG00000176896,170082,ENSG00000176896,Homo sapiens
Q18052888,ZCCHC12,23,ENSG00000174460,170261,ENSG00000174460,Homo sapiens
Q18052889,FAM170B,21,ENSG00000172538,170370,ENSG00000172538,Homo sapiens
Q18052891,FUT11,31,ENSG00000196968,170384,ENSG00000196968,Homo sapiens
Q18052892,OIT3,25,ENSG00000138315,170392,ENSG00000138315,Homo sapiens
Q18052894,PWWP2B,27,ENSG00000171813,170394,ENSG00000171813,Homo sapiens
Q18052895,LINC00858,10,,170425,ENSG00000229404,Homo sapiens
Q18052896,SSBP4,51,ENSG00000130511,170463,ENSG00000130511,Homo sapiens
Q18052898,ARF4P2,9,,170485,ENSG00000236527,Homo sapiens
Q18052899,ACTL10,21,ENSG00000182584,170487,ENSG00000182584,Homo sapiens
Q18052900,CDC42P1,9,,170503,ENSG00000234933,Homo sapiens
Q18052901,COX6CP2,9,,170504,ENSG00000231715,Homo sapiens
Q18052902,DHX36,47,ENSG00000174953,170506,ENSG00000174953,Homo sapiens
Q18052902,DHX36,47,ENSG00000281763,170506,ENSG00000174953,Homo sapiens
Q18052905,EIF4EBP2P1,9,,170510,ENSG00000233711,Homo sapiens
Q18052906,ENSAP1,9,,170511,ENSG00000224274,Homo sapiens
Q18052908,FAT1P1,9,,170513,ENSG00000217809,Homo sapiens
Q18052910,FTLP1,9,,170514,ENSG00000235525,Homo sapiens
Q18052913,GAPDHP2,9,,170516,ENSG00000236811,Homo sapiens
Q18052914,GCNT1P1,9,,170517,ENSG00000236474,Homo sapiens
Q18052915,GLRXP1,9,,170522,ENSG00000228234,Homo sapiens
Q18052917,GSTM3P1,9,,170523,ENSG00000227693,Homo sapiens
Q18052918,HNRNPA1P3,9,,170524,ENSG00000226188,Homo sapiens
Q18052920,HNRNPA3P2,9,,170526,ENSG00000227688,Homo sapiens
Q18052921,KRT18P3,9,,170527,ENSG00000215553,Homo sapiens
Q18052922,RPSAP1,9,,170529,ENSG00000228820,Homo sapiens
Q18052926,PA2G4P2,9,,170533,ENSG00000235698,Homo sapiens
Q18052929,PGAM3P,9,,170535,ENSG00000237256,Homo sapiens
Q18052930,PPIAP21,9,,170536,ENSG00000226038,Homo sapiens
Q18052933,PPIAP2,9,,170537,ENSG00000227379,Homo sapiens
Q18052936,PPIAP3,9,,170539,ENSG00000235044,Homo sapiens
Q18052938,PPIAP17,9,,170540,ENSG00000225622,Homo sapiens
Q18052940,PSMD10P1,9,,170541,ENSG00000228663,Homo sapiens
Q18052941,PTMAP6,9,,170542,ENSG00000237000,Homo sapiens
Q18052942,RNF11P2,9,,170543,ENSG00000227563,Homo sapiens
Q18052944,AIMP1P1,9,,170547,ENSG00000234187,Homo sapiens
Q18052945,SF3A3P1,9,,170548,ENSG00000230568,Homo sapiens
Q18052946,SNRPFP1,9,,170550,ENSG00000231878,Homo sapiens
Q18052947,SRMP1,9,,170552,ENSG00000215448,Homo sapiens
Q18052948,DYNLT3P1,9,,170554,ENSG00000232241,Homo sapiens
Q18052949,TPM3P2,9,,170555,ENSG00000214200,Homo sapiens
Q18052950,UBE2V1P1,9,,170556,ENSG00000226632,Homo sapiens
Q18052953,XPOTP1,9,,170559,ENSG00000214185,Homo sapiens
Q18052954,HTR3C,21,ENSG00000178084,170572,ENSG00000178084,Homo sapiens
Q18052955,GIMAP1,23,ENSG00000213203,170575,ENSG00000213203,Homo sapiens
Q18052956,GPHA2,28,ENSG00000149735,170589,ENSG00000149735,Homo sapiens
Q18052957,S100Z,33,ENSG00000171643,170591,ENSG00000171643,Homo sapiens
Q18052959,COMMD6,35,ENSG00000188243,170622,ENSG00000188243,Homo sapiens
Q18052960,XAGE3,25,ENSG00000171402,170626,ENSG00000171402,Homo sapiens
Q18052961,XAGE5,23,ENSG00000171405,170627,ENSG00000171405,Homo sapiens
Q18052963,PSORS1C1,66,ENSG00000204540,170679,ENSG00000204540,Homo sapiens
Q18052963,PSORS1C1,66,ENSG00000206458,170679,ENSG00000204540,Homo sapiens
Q18052963,PSORS1C1,66,ENSG00000231094,170679,ENSG00000204540,Homo sapiens
Q18052963,PSORS1C1,66,ENSG00000233439,170679,ENSG00000204540,Homo sapiens
Q18052963,PSORS1C1,66,ENSG00000233734,170679,ENSG00000204540,Homo sapiens
Q18052963,PSORS1C1,66,ENSG00000235487,170679,ENSG00000204540,Homo sapiens
Q18052964,PSORS1C2,32,ENSG00000204538,170680,ENSG00000204538,Homo sapiens
Q18052964,PSORS1C2,32,ENSG00000206459,170680,ENSG00000204538,Homo sapiens
Q18052964,PSORS1C2,32,ENSG00000224544,170680,ENSG00000204538,Homo sapiens
Q18052964,PSORS1C2,32,ENSG00000227246,170680,ENSG00000204538,Homo sapiens
Q18052964,PSORS1C2,32,ENSG00000232127,170680,ENSG00000204538,Homo sapiens
Q18052964,PSORS1C2,32,ENSG00000234605,170680,ENSG00000204538,Homo sapiens
Q18052966,NUDT10,22,ENSG00000122824,170685,ENSG00000122824,Homo sapiens
Q18052967,NUDT4P2,10,,170688,ENSG00000271121,Homo sapiens
Q18052969,ADAMTS15,24,ENSG00000166106,170689,ENSG00000166106,Homo sapiens
Q18052970,ADAMTS16,28,ENSG00000145536,170690,ENSG00000145536,Homo sapiens
Q18052972,ADAMTS18,38,ENSG00000140873,170692,ENSG00000140873,Homo sapiens
Q18052973,COX7B2,34,ENSG00000170516,170712,ENSG00000170516,Homo sapiens
Q18052976,GSX2,25,ENSG00000180613,170825,ENSG00000180613,Homo sapiens
Q18052977,KCNG3,25,ENSG00000171126,170850,ENSG00000171126,Homo sapiens
Q18052979,PPP1R18,63,ENSG00000146112,170954,ENSG00000146112,Homo sapiens
Q18052979,PPP1R18,63,ENSG00000206485,170954,ENSG00000146112,Homo sapiens
Q18052979,PPP1R18,63,ENSG00000225060,170954,ENSG00000146112,Homo sapiens
Q18052979,PPP1R18,63,ENSG00000229998,170954,ENSG00000146112,Homo sapiens
Q18052979,PPP1R18,63,ENSG00000230341,170954,ENSG00000146112,Homo sapiens
Q18052979,PPP1R18,63,ENSG00000231247,170954,ENSG00000146112,Homo sapiens
Q18052979,PPP1R18,63,ENSG00000234000,170954,ENSG00000146112,Homo sapiens
Q18052979,PPP1R18,63,ENSG00000236428,170954,ENSG00000146112,Homo sapiens
Q18052981,ZNF525,27,ENSG00000203326,170958,ENSG00000203326,Homo sapiens
Q18052982,ZNF431,33,ENSG00000196705,170959,ENSG00000196705,Homo sapiens
Q18052983,ZNF721,24,ENSG00000182903,170960,ENSG00000182903,Homo sapiens
Q18052984,ANKRD24,38,ENSG00000089847,170961,ENSG00000089847,Homo sapiens
Q18052985,ZNF384,71,ENSG00000126746,171017,ENSG00000126746,Homo sapiens
Q18052986,ADAMTS19,32,ENSG00000145808,171019,ENSG00000145808,Homo sapiens
Q18052987,ABHD11-AS1,11,,171022,ENSG00000225969,Homo sapiens
Q18052988,ASXL1,65,ENSG00000171456,171023,ENSG00000171456,Homo sapiens
Q18052989,SYNPO2,33,ENSG00000172403,171024,ENSG00000172403,Homo sapiens
Q18052992,SPACA4,22,ENSG00000177202,171169,ENSG00000177202,Homo sapiens
Q18052994,RHOV,22,ENSG00000104140,171177,ENSG00000104140,Homo sapiens
Q18052996,DNAJB1P1,9,,171221,ENSG00000213946,Homo sapiens
Q18052998,NLRP6,29,ENSG00000174885,171389,ENSG00000174885,Homo sapiens
Q18052999,ZNF675,27,ENSG00000197372,171392,ENSG00000197372,Homo sapiens
Q18053000,TXNP2,9,,171416,ENSG00000225167,Homo sapiens
Q18053634,AFG1L,44,ENSG00000135537,246269,ENSG00000135537,Homo sapiens
Q18053635,TRBV22OR9-2,9,,246283,ENSG00000234122,Homo sapiens
Q18053636,TRBV26OR9-2,9,,246285,ENSG00000231165,Homo sapiens
Q18053641,C21orf91-OT1,11,,246312,ENSG00000240770,Homo sapiens
Q18053642,STAC3,37,ENSG00000185482,246329,ENSG00000185482,Homo sapiens
Q18053643,PELI3,38,ENSG00000174516,246330,ENSG00000174516,Homo sapiens
Q18053644,LINC00315,11,,246704,ENSG00000184274,Homo sapiens
Q18053645,LINC00314,11,,246705,ENSG00000178457,Homo sapiens
Q18053646,CKS1BP2,9,,246714,ENSG00000225976,Homo sapiens
Q18053647,CKS1BP3,9,,246715,ENSG00000268942,Homo sapiens
Q18053650,ELOBP1,9,,246717,ENSG00000234152,Homo sapiens
Q18053651,UBE2SP1,9,,246719,ENSG00000233966,Homo sapiens
Q18053652,DYNLL1P1,9,,246720,ENSG00000205579,Homo sapiens
Q18053657,YWHAZP4,9,,246737,ENSG00000213131,Homo sapiens
Q18053658,STH,22,ENSG00000256762,246744,ENSG00000256762,Homo sapiens
Q18053658,STH,22,ENSG00000281139,246744,ENSG00000256762,Homo sapiens
Q18053659,SPESP1,24,ENSG00000258484,246777,ENSG00000258484,Homo sapiens
Q18053660,IL27,27,ENSG00000197272,246778,ENSG00000197272,Homo sapiens
Q18053661,OLA1P1,9,,246785,ENSG00000213790,Homo sapiens
Q18053662,TMEM9,49,ENSG00000116857,252839,ENSG00000116857,Homo sapiens
Q18053663,SRP68P2,9,,252840,ENSG00000227689,Homo sapiens
Q18053664,SRP68P1,9,,252841,ENSG00000266129,Homo sapiens
Q18053665,ZNF396,34,ENSG00000186496,252884,ENSG00000186496,Homo sapiens
Q18053666,FAM197Y2,10,,252946,ENSG00000234803,Homo sapiens
Q18053667,TTTY16,10,,252948,ENSG00000225520,Homo sapiens
Q18053668,TTTY17A,13,,252949,ENSG00000228240,Homo sapiens
Q18053669,TTTY18,10,,252950,ENSG00000233699,Homo sapiens
Q18053670,TTTY20,10,,252951,ENSG00000232808,Homo sapiens
Q18053671,TTTY19,10,,252952,ENSG00000232419,Homo sapiens
Q18053672,TTTY21,12,,252953,ENSG00000228890,Homo sapiens
Q18053673,TTTY22,10,,252954,ENSG00000224075,Homo sapiens
Q18053674,TTTY23,12,,252955,ENSG00000239225,Homo sapiens
Q18053675,TPM3P1,9,,252956,ENSG00000213050,Homo sapiens
Q18053676,TNPO1P2,9,,252968,ENSG00000230662,Homo sapiens
Q18053677,NEIL2,20,,252969,ENSG00000154328,Homo sapiens
Q18053678,STXBP4,39,ENSG00000166263,252983,ENSG00000166263,Homo sapiens
Q18053679,FNDC5,34,ENSG00000160097,252995,ENSG00000160097,Homo sapiens
Q18053680,HEPACAM2,32,ENSG00000188175,253012,ENSG00000188175,Homo sapiens
Q18053682,TECRL,36,ENSG00000205678,253017,ENSG00000205678,Homo sapiens
Q18053683,HCG27,10,,253018,ENSG00000206344,Homo sapiens
Q18053685,LINC00612,11,,253128,ENSG00000214851,Homo sapiens
Q18053686,PRR14L,27,ENSG00000183530,253143,ENSG00000183530,Homo sapiens
Q18053687,EPHX4,26,ENSG00000172031,253152,ENSG00000172031,Homo sapiens
Q18053689,CDY1B,27,ENSG00000172352,253175,ENSG00000172352,Homo sapiens
Q18053690,SERHL2,40,ENSG00000183569,253190,ENSG00000183569,Homo sapiens
Q18053691,RICTOR,44,ENSG00000164327,253260,ENSG00000164327,Homo sapiens
Q18053692,ZNF503-AS1,13,,253264,ENSG00000226051,Homo sapiens
Q18053693,PCGF7P,9,,253272,ENSG00000268140,Homo sapiens
Q18053694,EIF4E1B,32,ENSG00000175766,253314,ENSG00000175766,Homo sapiens
Q18053695,IPMK,28,ENSG00000151151,253430,ENSG00000151151,Homo sapiens
Q18053696,ZBTB38,61,ENSG00000177311,253461,ENSG00000177311,Homo sapiens
Q18053697,SLC25A30,40,ENSG00000174032,253512,ENSG00000174032,Homo sapiens
Q18053698,LCLAT1,48,ENSG00000172954,253558,ENSG00000172954,Homo sapiens
Q18053699,CADM2,44,ENSG00000175161,253559,ENSG00000175161,Homo sapiens
Q18053700,TMEM244,22,ENSG00000203756,253582,ENSG00000203756,Homo sapiens
Q18053701,GPATCH11,29,ENSG00000152133,253635,ENSG00000152133,Homo sapiens
Q18053702,ZNF620,33,ENSG00000177842,253639,ENSG00000177842,Homo sapiens
Q18053703,ANKRD18A,28,ENSG00000180071,253650,ENSG00000180071,Homo sapiens
Q18053704,ELOBP2,9,,253665,ENSG00000255262,Homo sapiens
Q18053705,MMS22L,50,ENSG00000146263,253714,ENSG00000146263,Homo sapiens
Q18053706,WASHC2C,58,ENSG00000172661,253725,ENSG00000172661,Homo sapiens
Q18053707,EBF3,42,ENSG00000108001,253738,ENSG00000108001,Homo sapiens
Q18053708,WDR27,74,ENSG00000184465,253769,ENSG00000184465,Homo sapiens
Q18053709,CERS6,29,ENSG00000172292,253782,ENSG00000172292,Homo sapiens
Q18053710,MSRB3,40,ENSG00000174099,253827,ENSG00000174099,Homo sapiens
Q18053711,ZDHHC20,49,ENSG00000180776,253832,ENSG00000180776,Homo sapiens
Q18053714,ANGPTL5,24,ENSG00000187151,253935,ENSG00000187151,Homo sapiens
Q18053715,YTHDF3,49,ENSG00000185728,253943,ENSG00000185728,Homo sapiens
Q18053716,RALGAPA1,69,ENSG00000174373,253959,ENSG00000174373,Homo sapiens
Q18053717,CACNA1G-AS1,10,,253962,ENSG00000250107,Homo sapiens
Q18053718,SFTA3,25,,253970,ENSG00000229415,Homo sapiens
Q18053718,SFTA3,25,,253970,ENSG00000257520,Homo sapiens
Q18053719,KCTD13,45,ENSG00000174943,253980,ENSG00000174943,Homo sapiens
Q18053720,ASPHD1,29,ENSG00000174939,253982,ENSG00000174939,Homo sapiens
Q18053722,ETFBKMT,35,ENSG00000139160,254013,ENSG00000139160,Homo sapiens
Q18053723,METAP1D,35,ENSG00000172878,254042,ENSG00000172878,Homo sapiens
Q18053724,UBN2,33,ENSG00000157741,254048,ENSG00000157741,Homo sapiens
Q18053725,LRRC43,30,ENSG00000158113,254050,ENSG00000158113,Homo sapiens
Q18053726,BRWD3,34,ENSG00000165288,254065,ENSG00000165288,Homo sapiens
Q18053727,LINC01342,10,,254099,ENSG00000223823,Homo sapiens
Q18053729,EHBP1L1,40,ENSG00000173442,254102,ENSG00000173442,Homo sapiens
Q18053730,SNX32,36,ENSG00000172803,254122,ENSG00000172803,Homo sapiens
Q18053731,NIFK-AS1,12,,254128,ENSG00000236859,Homo sapiens
Q18053732,CXorf58,26,ENSG00000165182,254158,ENSG00000165182,Homo sapiens
Q18053733,FBXO33,25,ENSG00000165355,254170,ENSG00000165355,Homo sapiens
Q18053734,TTLL10,41,ENSG00000162571,254173,ENSG00000162571,Homo sapiens
Q18053735,TSGA10IP,28,ENSG00000175513,254187,ENSG00000175513,Homo sapiens
Q18054350,FAM41C,9,,284593,ENSG00000230368,Homo sapiens
Q18054351,FAM102B,24,ENSG00000162636,284611,ENSG00000162636,Homo sapiens
Q18054352,SYPL2,26,ENSG00000143028,284612,ENSG00000143028,Homo sapiens
Q18054353,CYB561D1,41,ENSG00000174151,284613,ENSG00000174151,Homo sapiens
Q18054354,ANKRD34A,25,ENSG00000272031,284615,ENSG00000272031,Homo sapiens
Q18054355,RUSC1-AS1,14,,284618,ENSG00000225855,Homo sapiens
Q18054357,SMG7-AS1,10,,284649,ENSG00000232860,Homo sapiens
Q18054358,RSPO1,33,ENSG00000169218,284654,ENSG00000169218,Homo sapiens
Q18054359,EPHA10,46,ENSG00000183317,284656,ENSG00000183317,Homo sapiens
Q18054360,PTGES3P1,10,,284672,ENSG00000234518,Homo sapiens
Q18054361,SNHG28,9,,284677,ENSG00000188004,Homo sapiens
Q18054362,SPATA46,27,ENSG00000171722,284680,ENSG00000171722,Homo sapiens
Q18054363,LINC01142,11,,284688,ENSG00000224286,Homo sapiens
Q18054364,ZNF326,31,ENSG00000162664,284695,ENSG00000162664,Homo sapiens
Q18054365,BTBD8,28,ENSG00000189195,284697,ENSG00000284413,Homo sapiens
Q18054367,RIMKLA,22,ENSG00000177181,284716,ENSG00000177181,Homo sapiens
Q18054368,SLC25A34,33,ENSG00000162461,284723,ENSG00000162461,Homo sapiens
Q18054370,C20orf204,26,ENSG00000196421,284739,ENSG00000196421,Homo sapiens
Q18054371,LINC00494,10,,284749,ENSG00000235621,Homo sapiens
Q18054372,LINC01270,11,,284751,ENSG00000203999,Homo sapiens
Q18054373,C20orf197,15,,284756,ENSG00000176659,Homo sapiens
Q18054374,MIR646HG,11,,284757,ENSG00000228340,Homo sapiens
Q18054375,SIRPB2,35,ENSG00000196209,284759,ENSG00000196209,Homo sapiens
Q18054376,FTLP3,9,,284764,ENSG00000226608,Homo sapiens
Q18054377,FAM182A,11,,284800,ENSG00000125804,Homo sapiens
Q18054378,MIR663AHG,10,,284801,ENSG00000227195,Homo sapiens
Q18054379,FRG1BP,12,,284802,ENSG00000149531,Homo sapiens
Q18054380,C20orf203,20,ENSG00000198547,284805,ENSG00000198547,Homo sapiens
Q18054381,RPL13AP7,9,,284821,ENSG00000213885,Homo sapiens
Q18054382,KRTAP13-4,19,ENSG00000186971,284827,ENSG00000186971,Homo sapiens
Q18054383,LINC00323,10,,284835,ENSG00000226496,Homo sapiens
Q18054384,LINC00319,12,,284836,ENSG00000188660,Homo sapiens
Q18054385,MIF-AS1,10,,284889,ENSG00000218537,Homo sapiens
Q18054386,TTC28-AS1,11,,284900,ENSG00000235954,Homo sapiens
Q18054387,SEC14L4,34,ENSG00000133488,284904,ENSG00000133488,Homo sapiens
Q18054388,RPL23AP82,13,,284942,ENSG00000184319,Homo sapiens
Q18054389,SH2D6,59,ENSG00000152292,284948,ENSG00000152292,Homo sapiens
Q18054390,NT5DC4,38,ENSG00000144130,284958,ENSG00000144130,Homo sapiens
Q18054391,RHOQP3,9,,284988,ENSG00000230756,Homo sapiens
Q18054392,CCDC150,57,ENSG00000144395,284992,ENSG00000144395,Homo sapiens
Q18054393,RNF149,37,ENSG00000163162,284996,ENSG00000163162,Homo sapiens
Q18054394,LINC01114,10,,284998,ENSG00000234177,Homo sapiens
Q18054396,ALKAL2,33,ENSG00000189292,285016,ENSG00000189292,Homo sapiens
Q18054397,CCDC141,38,ENSG00000163492,285025,ENSG00000163492,Homo sapiens
Q18054398,STARD7-AS1,12,,285033,ENSG00000204685,Homo sapiens
Q18054399,LINC00486,22,ENSG00000230876,285045,ENSG00000230876,Homo sapiens
Q18054400,STPG4,28,ENSG00000239605,285051,ENSG00000239605,Homo sapiens
Q18054400,STPG4,28,ENSG00000239605,285051,ENSG00000273269,Homo sapiens
Q18054402,LINC01305,10,,285084,ENSG00000231453,Homo sapiens
Q18054403,RTP5,25,ENSG00000188011,285093,ENSG00000188011,Homo sapiens
Q18054403,RTP5,25,ENSG00000277949,285093,ENSG00000188011,Homo sapiens
Q18054406,DNAJC5G,34,ENSG00000163793,285126,ENSG00000163793,Homo sapiens
Q18054407,ERICH2,20,,285141,ENSG00000204334,Homo sapiens
Q18054408,IAH1,53,ENSG00000134330,285148,ENSG00000134330,Homo sapiens
Q18054409,CYP1B1-AS1,11,,285154,ENSG00000232973,Homo sapiens
Q18054410,FAM126B,52,ENSG00000155744,285172,ENSG00000155744,Homo sapiens
Q18054411,UNC80,54,ENSG00000144406,285175,ENSG00000144406,Homo sapiens
Q18054412,RUFY4,35,ENSG00000188282,285180,ENSG00000188282,Homo sapiens
Q18054413,PLGLA,11,,285189,ENSG00000240935,Homo sapiens
Q18054414,RGPD4,30,ENSG00000196862,285190,ENSG00000196862,Homo sapiens
Q18054415,DUSP28,26,ENSG00000188542,285193,ENSG00000188542,Homo sapiens
Q18054416,TUSC7,27,ENSG00000243197,285194,ENSG00000243197,Homo sapiens
Q18054416,TUSC7,27,ENSG00000243197,285194,ENSG00000278072,Homo sapiens
Q18054417,SLC9A9,34,ENSG00000181804,285195,ENSG00000181804,Homo sapiens
Q18054418,EOGT,47,ENSG00000163378,285203,ENSG00000163378,Homo sapiens
Q18054419,LINC00636,10,,285205,ENSG00000240423,Homo sapiens
Q18054420,EPHA6,54,ENSG00000080224,285220,ENSG00000080224,Homo sapiens
Q18054421,DNAJB8-AS1,10,,285224,ENSG00000242049,Homo sapiens
Q18054422,FBXW12,29,ENSG00000164049,285231,ENSG00000164049,Homo sapiens
Q18054423,C3orf38,26,ENSG00000179021,285237,ENSG00000179021,Homo sapiens
Q18054424,HTR3E,30,ENSG00000186038,285242,ENSG00000186038,Homo sapiens
Q18054426,ENTPD3-AS1,10,,285266,ENSG00000223797,Homo sapiens
Q18054427,ZNF619,39,ENSG00000177873,285267,ENSG00000177873,Homo sapiens
Q18054429,ZNF621,33,ENSG00000172888,285268,ENSG00000172888,Homo sapiens
Q18054431,RABL3,35,ENSG00000144840,285282,ENSG00000144840,Homo sapiens
Q18054433,LINC00877,10,,285286,ENSG00000241163,Homo sapiens
Q18054434,UNC93B3,9,,285296,ENSG00000172971,Homo sapiens
Q18054435,C3orf56,19,ENSG00000214324,285311,ENSG00000214324,Homo sapiens
Q18054437,IGSF10,30,ENSG00000152580,285313,ENSG00000152580,Homo sapiens
Q18054439,PABPC1P10,9,,285314,ENSG00000239443,Homo sapiens
Q18054441,C3orf33,31,ENSG00000174928,285315,ENSG00000174928,Homo sapiens
Q18054444,LINC00692,10,,285326,ENSG00000230891,Homo sapiens
Q18054445,UBQLN4P1,9,,285329,ENSG00000241627,Homo sapiens
Q18054448,CCDC66,49,,285331,ENSG00000180376,Homo sapiens
Q18054449,SLC9C1,47,ENSG00000172139,285335,ENSG00000172139,Homo sapiens
Q18054449,SLC9C1,47,ENSG00000285044,285335,ENSG00000172139,Homo sapiens
Q18054452,TCAIM,42,ENSG00000179152,285343,ENSG00000179152,Homo sapiens
Q18054454,ZNF852,27,ENSG00000178917,285346,ENSG00000178917,Homo sapiens
Q18054454,ZNF852,27,ENSG00000281626,285346,ENSG00000178917,Homo sapiens
Q18054456,ZNF660,29,ENSG00000144792,285349,ENSG00000144792,Homo sapiens
Q18054456,ZNF660,29,ENSG00000280661,285349,ENSG00000144792,Homo sapiens
Q18054458,KIF9-AS1,10,,285352,ENSG00000227398,Homo sapiens
Q18054461,PDCL3P4,10,,285359,ENSG00000244119,Homo sapiens
Q18054463,SUMF1,43,ENSG00000144455,285362,ENSG00000144455,Homo sapiens
Q18054466,RPUSD3,45,ENSG00000156990,285367,ENSG00000156990,Homo sapiens
Q18054468,PRRT3,27,ENSG00000163704,285368,ENSG00000163704,Homo sapiens
Q18054470,LINC00606,11,,285370,ENSG00000226567,Homo sapiens
Q18054472,LINC00620,10,,285375,ENSG00000224514,Homo sapiens
Q18050644,TMEM270,25,ENSG00000175877,135886,ENSG00000175877,Homo sapiens
Q18050645,TRIM50,30,ENSG00000146755,135892,ENSG00000146755,Homo sapiens
Q18050646,OR9A2,24,ENSG00000179468,135924,ENSG00000179468,Homo sapiens
Q18050646,OR9A2,24,ENSG00000273914,135924,ENSG00000179468,Homo sapiens
Q18050648,TMEM139,41,ENSG00000178826,135932,ENSG00000178826,Homo sapiens
Q18050649,NOBOX,32,ENSG00000106410,135935,ENSG00000106410,Homo sapiens
Q18050649,NOBOX,32,ENSG00000285328,135935,ENSG00000106410,Homo sapiens
Q18050650,OR2A14,27,ENSG00000221938,135941,ENSG00000221938,Homo sapiens
Q18050650,OR2A14,27,ENSG00000284891,135941,ENSG00000221938,Homo sapiens
Q18050651,OR2A15P,9,,135942,ENSG00000239981,Homo sapiens
Q18050652,OR6B1,25,ENSG00000221813,135946,ENSG00000221813,Homo sapiens
Q18050652,OR6B1,25,ENSG00000284939,135946,ENSG00000221813,Homo sapiens
Q18050653,OR2F2,23,ENSG00000221910,135948,ENSG00000221910,Homo sapiens
Q18050653,OR2F2,23,ENSG00000284965,135948,ENSG00000221910,Homo sapiens
Q18050654,ZNF786,22,ENSG00000197362,136051,ENSG00000197362,Homo sapiens
Q18050655,SSU72P8,10,,136157,ENSG00000230268,Homo sapiens
Q18050657,COL26A1,31,ENSG00000160963,136227,ENSG00000160963,Homo sapiens
Q18050658,PRSS37,30,ENSG00000165076,136242,ENSG00000165076,Homo sapiens
Q18050659,KLF14,23,ENSG00000266265,136259,ENSG00000266265,Homo sapiens
Q18050660,SSMEM1,25,ENSG00000165120,136263,ENSG00000165120,Homo sapiens
Q18050661,C7orf57,34,ENSG00000164746,136288,ENSG00000164746,Homo sapiens
Q18050662,SVOPL,36,ENSG00000157703,136306,ENSG00000157703,Homo sapiens
Q18050663,IMPDH1P3,9,,136307,ENSG00000214815,Homo sapiens
Q18050664,MTPN,29,ENSG00000105887,136319,ENSG00000105887,Homo sapiens
Q18050665,LRGUK,25,ENSG00000155530,136332,ENSG00000155530,Homo sapiens
Q18050666,ASB10,27,ENSG00000146926,136371,ENSG00000146926,Homo sapiens
Q18050667,PRSS3P3,9,,136540,ENSG00000277083,Homo sapiens
Q18050668,PRSS58,25,ENSG00000258223,136541,ENSG00000258223,Homo sapiens
Q18050668,PRSS58,25,ENSG00000276785,136541,ENSG00000258223,Homo sapiens
Q18050669,MPLKIP,23,ENSG00000168303,136647,ENSG00000168303,Homo sapiens
Q18050670,SSC4D,26,ENSG00000146700,136853,ENSG00000146700,Homo sapiens
Q18050671,C7orf31,30,ENSG00000153790,136895,ENSG00000153790,Homo sapiens
Q18050672,ASZ1,33,ENSG00000154438,136991,ENSG00000154438,Homo sapiens
Q18050673,PPM1AP1,9,,137012,ENSG00000250483,Homo sapiens
Q18050674,CLDN23,26,ENSG00000253958,137075,ENSG00000253958,Homo sapiens
Q18050674,CLDN23,26,ENSG00000285098,137075,ENSG00000253958,Homo sapiens
Q18050676,RPL10AP3,9,,137107,ENSG00000215264,Homo sapiens
Q18050677,PSAT1P1,9,,137133,ENSG00000253810,Homo sapiens
Q18050678,CCDC26,14,,137196,ENSG00000229140,Homo sapiens
Q18050679,ZNF572,19,ENSG00000180938,137209,ENSG00000180938,Homo sapiens
Q18050682,GOT1L1,27,ENSG00000169154,137362,ENSG00000169154,Homo sapiens
Q18050684,MRPS16P1,9,,137406,ENSG00000229182,Homo sapiens
Q18050685,VPS37A,46,ENSG00000155975,137492,ENSG00000155975,Homo sapiens
Q18050687,CKS1BP7,9,,137529,ENSG00000254331,Homo sapiens
Q18050688,NDUFAF6,48,,137682,ENSG00000156170,Homo sapiens
Q18050690,TMEM68,49,ENSG00000167904,137695,ENSG00000167904,Homo sapiens
Q18050692,ABRA,26,ENSG00000174429,137735,ENSG00000174429,Homo sapiens
Q18050693,LYPD2,19,ENSG00000197353,137797,ENSG00000197353,Homo sapiens
Q18050694,NKX2-6,23,ENSG00000180053,137814,ENSG00000180053,Homo sapiens
Q18050695,TMEM71,33,ENSG00000165071,137835,ENSG00000165071,Homo sapiens
Q18050697,SGCZ,28,ENSG00000185053,137868,ENSG00000185053,Homo sapiens
Q18050698,ADHFE1,40,ENSG00000147576,137872,ENSG00000147576,Homo sapiens
Q18050699,UBXN2B,30,ENSG00000215114,137886,ENSG00000215114,Homo sapiens
Q18050700,PXDNL,27,ENSG00000147485,137902,ENSG00000147485,Homo sapiens
Q18050701,GPAT4,40,ENSG00000158669,137964,ENSG00000158669,Homo sapiens
Q18050703,UNC5D,43,ENSG00000156687,137970,ENSG00000156687,Homo sapiens
Q18050704,LETM2,54,ENSG00000165046,137994,ENSG00000165046,Homo sapiens
Q18050705,DCAF4L2,19,ENSG00000176566,138009,ENSG00000176566,Homo sapiens
