item,itemLabel,statements,ensg_wdt,entrez,ensg_panglao,species
Q18315880,Rpl14-ps1,10,,100040970,ENSMUSG00000046721,Mus musculus
Q18315882,Tceal7,20,ENSMUSG00000079428,100040972,ENSMUSG00000079428,Mus musculus
Q18315969,Iqcf6,21,ENSMUSG00000091129,100041096,ENSMUSG00000091129,Mus musculus
Q18315970,Tma7-ps,8,,100041098,ENSMUSG00000059058,Mus musculus
Q18315990,Vmn2r-ps2,9,,100041126,ENSMUSG00000081144,Mus musculus
Q18316012,Rpl35a-ps7,9,,100041154,ENSMUSG00000094557,Mus musculus
Q18316013,Cox20-ps,9,,100041155,ENSMUSG00000081359,Mus musculus
Q18316017,Rpl23a-ps3,9,,100041163,ENSMUSG00000078126,Mus musculus
Q18316035,Olfr596,12,,100041187,ENSMUSG00000073953,Mus musculus
Q18316039,Ahnak2,22,ENSMUSG00000072812,100041194,ENSMUSG00000072812,Mus musculus
Q18316073,Gm3222,9,,100041236,ENSMUSG00000079311,Mus musculus
Q18316090,Gm20867,18,ENSMUSG00000096898,100041256,ENSMUSG00000096898,Mus musculus
Q18316167,Tcp10c,24,ENSMUSG00000052469,100041352,ENSMUSG00000052469,Mus musculus
Q18316168,Gm3286,21,ENSMUSG00000079423,100041354,ENSMUSG00000094337,Mus musculus
Q18316185,Cyp3a41b,24,ENSMUSG00000075552,100041375,ENSMUSG00000075552,Mus musculus
Q18316237,Vmn1r-ps9,9,,100041445,ENSMUSG00000093520,Mus musculus
Q18316240,Cyp3a59,13,,100041449,ENSMUSG00000061292,Mus musculus
Q18316241,Gimap1os,9,,100041450,ENSMUSG00000044867,Mus musculus
Q18316277,Rpl19-ps11,9,,100041511,ENSMUSG00000081094,Mus musculus
Q18316299,Ly6c2,29,ENSMUSG00000022584,100041546,ENSMUSG00000022584,Mus musculus
Q18316316,Vmn1r-ps18,9,,100041571,ENSMUSG00000093731,Mus musculus
Q18316324,Zkscan16,21,ENSMUSG00000038630,100041581,ENSMUSG00000038630,Mus musculus
Q18316326,Amd2,22,ENSMUSG00000063953,100041585,ENSMUSG00000063953,Mus musculus
Q18316333,Spin2-ps3,14,,100041594,ENSMUSG00000086081,Mus musculus
Q18316358,Gm3443,8,,100041633,ENSMUSG00000079382,Mus musculus
Q18316363,Gm3448,21,ENSMUSG00000079710,100041639,ENSMUSG00000079710,Mus musculus
Q18316364,Spin2-ps4,14,,100041642,ENSMUSG00000085877,Mus musculus
Q18316366,Vmn2r-ps114,9,,100041645,ENSMUSG00000093775,Mus musculus
Q18316369,Mpc1-ps,9,,100041649,ENSMUSG00000091498,Mus musculus
Q18316375,Mup7,20,ENSMUSG00000073842,100041658,ENSMUSG00000073842,Mus musculus
Q18316381,Vmn1r-ps46,9,,100041666,ENSMUSG00000092271,Mus musculus
Q18316399,Mup8,19,ENSMUSG00000078687,100041687,ENSMUSG00000078687,Mus musculus
Q18316436,Speer4f2,15,ENSMUSG00000091827,100041749,ENSMUSG00000091827,Mus musculus
Q18316459,Gm3511,9,,100041786,ENSMUSG00000105031,Mus musculus
Q18316497,Defa-ps18,9,,100041843,ENSMUSG00000074436,Mus musculus
Q18316509,Gm3550,9,,100041859,ENSMUSG00000078240,Mus musculus
Q18316573,Oaz1-ps,10,,100041965,ENSMUSG00000043801,Mus musculus
Q18316587,Gm3608,9,,100041985,ENSMUSG00000067017,Mus musculus
Q18316600,Gm3618,8,,100042000,ENSMUSG00000096828,Mus musculus
Q18316611,Gm3625,9,,100042014,ENSMUSG00000091619,Mus musculus
Q18316627,Vmn2r-ps42,9,,100042039,ENSMUSG00000092611,Mus musculus
Q18316645,Rpl17-ps5,9,,100042067,ENSMUSG00000081855,Mus musculus
Q18316666,Rpl28-ps2,9,,100042091,ENSMUSG00000102137,Mus musculus
Q18316668,Rps27a-ps1,9,,100042094,ENSMUSG00000101501,Mus musculus
Q18316708,Rpsa-ps3,9,,100042146,ENSMUSG00000083580,Mus musculus
Q18316712,Nrg2,35,ENSMUSG00000060275,100042150,ENSMUSG00000060275,Mus musculus
Q18316724,Vmn2r-ps149,9,,100042172,ENSMUSG00000101181,Mus musculus
Q18316725,Rps15a-ps6,10,,100042173,ENSMUSG00000083022,Mus musculus
Q18316762,Vmn2r-ps130,9,,100042225,ENSMUSG00000095658,Mus musculus
Q18316822,Gm10128,10,,100042312,ENSMUSG00000063277,Mus musculus
Q18316838,Rps15a-ps5,11,,100042335,ENSMUSG00000067058,Mus musculus
Q18316855,Rpl35a-ps2,9,,100042363,ENSMUSG00000081214,Mus musculus
Q18316860,Trav2,7,,100042372,ENSMUSG00000076759,Mus musculus
Q18316868,Trav4-1,9,,100042384,ENSMUSG00000106382,Mus musculus
Q18316891,Trav7d-2,7,,100042410,ENSMUSG00000105533,Mus musculus
Q18316894,Mnd1-ps,10,,100042415,ENSMUSG00000089686,Mus musculus
Q18316898,Trav7d-3,7,,100042419,ENSMUSG00000096746,Mus musculus
Q18316904,Gm20917,11,,100042428,ENSMUSG00000095867,Mus musculus
Q18316912,Vmn1r79,12,,100042437,ENSMUSG00000096735,Mus musculus
Q18316919,Trav6d-6,7,,100042444,ENSMUSG00000094176,Mus musculus
Q18316921,Vmn1r-ps65,9,,100042446,ENSMUSG00000092476,Mus musculus
Q18316924,Smim17,21,ENSMUSG00000093536,100042450,ENSMUSG00000093536,Mus musculus
Q18316936,Trav3d-2,7,,100042470,ENSMUSG00000106533,Mus musculus
Q18316938,Gm10600,9,,100042472,ENSMUSG00000083929,Mus musculus
Q18316942,Trav4d-3,7,,100042479,ENSMUSG00000093939,Mus musculus
Q18316943,Nhsl2,44,ENSMUSG00000079481,100042480,ENSMUSG00000079481,Mus musculus
Q18316951,Ccl21b,19,ENSMUSG00000095675,100042493,ENSMUSG00000094065,Mus musculus
Q18316951,Ccl21b,19,ENSMUSG00000095675,100042493,ENSMUSG00000095675,Mus musculus
Q18316951,Ccl21b,19,ENSMUSG00000095675,100042493,ENSMUSG00000096271,Mus musculus
Q18316951,Ccl21b,19,ENSMUSG00000095675,100042493,ENSMUSG00000096873,Mus musculus
Q18316953,Mir22hg,17,ENSMUSG00000085148,100042498,ENSMUSG00000085148,Mus musculus
Q18316954,Vmn2r55,21,ENSMUSG00000091045,100042499,ENSMUSG00000091045,Mus musculus
Q18316964,Sprr2a3,11,,100042514,ENSMUSG00000074445,Mus musculus
Q18316982,Gm3893,11,,100042539,ENSMUSG00000094293,Mus musculus
Q18316996,Trav11n,7,,100042560,ENSMUSG00000106259,Mus musculus
Q18317002,Trav13n-1,7,,100042568,ENSMUSG00000104629,Mus musculus
Q18317007,Trav3n-2,7,,100042574,ENSMUSG00000105070,Mus musculus
Q18317012,Trav4n-3,7,,100042579,ENSMUSG00000095572,Mus musculus
Q18317016,Gm10268,8,,100042583,ENSMUSG00000066475,Mus musculus
Q18317021,Vmn2r31,21,ENSMUSG00000096373,100042591,ENSMUSG00000096373,Mus musculus
Q18317022,Trav13n-2,7,,100042593,ENSMUSG00000094779,Mus musculus
Q18317032,Rbakdn,12,,100042605,ENSMUSG00000104529,Mus musculus
Q18317034,Trav4n-4,7,,100042607,ENSMUSG00000093969,Mus musculus
Q18317040,Trav5n-4,7,,100042614,ENSMUSG00000096168,Mus musculus
Q18317047,Sult2a-ps1,9,,100042624,ENSMUSG00000082586,Mus musculus
Q18317055,Vmn2r34,21,ENSMUSG00000070841,100042636,ENSMUSG00000070841,Mus musculus
Q18317068,Tubb4b-ps1,9,,100042651,ENSMUSG00000095159,Mus musculus
Q18317069,Vmn2r36,21,ENSMUSG00000091651,100042653,ENSMUSG00000091651,Mus musculus
Q18317076,Vmn2r-ps49,9,,100042662,ENSMUSG00000092204,Mus musculus
Q18317081,Rpl28-ps1,9,,100042670,ENSMUSG00000058603,Mus musculus
Q18317087,Obox4-ps8,9,,100042677,ENSMUSG00000093567,Mus musculus
Q18317089,Gm16386,10,,100042679,ENSMUSG00000096975,Mus musculus
Q18317096,Obox4-ps9,9,,100042685,ENSMUSG00000093707,Mus musculus
Q18317102,Obox4-ps11,9,,100042691,ENSMUSG00000094416,Mus musculus
Q18317113,Obox4-ps12,9,,100042702,ENSMUSG00000095952,Mus musculus
Q18317116,Obox4-ps13,9,,100042707,ENSMUSG00000095974,Mus musculus
Q18317119,Obox4-ps14,9,,100042711,ENSMUSG00000093623,Mus musculus
Q18317123,Obox4-ps15,9,,100042714,ENSMUSG00000096414,Mus musculus
Q18317126,Obox4-ps16,9,,100042717,ENSMUSG00000094412,Mus musculus
Q18317129,Obox4-ps17,9,,100042721,ENSMUSG00000093961,Mus musculus
Q18317133,Obox4-ps18,9,,100042728,ENSMUSG00000094967,Mus musculus
Q18317135,Obox4-ps19,9,,100042731,ENSMUSG00000093940,Mus musculus
Q18317137,Gm10073,9,,100042734,ENSMUSG00000060019,Mus musculus
Q18317138,Obox4-ps20,9,,100042735,ENSMUSG00000096797,Mus musculus
Q18317142,Obox4-ps21,9,,100042739,ENSMUSG00000095922,Mus musculus
Q18317143,Rpl31-ps9,9,,100042740,ENSMUSG00000094122,Mus musculus
Q18317145,Obox4-ps22,9,,100042742,ENSMUSG00000094243,Mus musculus
Q18317155,Obox4-ps27,9,,100042753,ENSMUSG00000095274,Mus musculus
Q18317158,Obox4-ps28,9,,100042756,ENSMUSG00000093913,Mus musculus
Q18317160,Obox4-ps29,9,,100042758,ENSMUSG00000093397,Mus musculus
Q18317163,Obox4-ps30,9,,100042762,ENSMUSG00000093719,Mus musculus
Q18317165,Obox4-ps31,9,,100042765,ENSMUSG00000093513,Mus musculus
Q18317171,Obox4-ps33,9,,100042771,ENSMUSG00000093420,Mus musculus
Q18317173,Tmed10-ps,12,,100042773,ENSMUSG00000114251,Mus musculus
Q18317180,Vmn2r40,21,ENSMUSG00000090864,100042781,ENSMUSG00000090864,Mus musculus
Q18317181,Fthl17d,12,,100042782,ENSMUSG00000078206,Mus musculus
Q18317183,Prdm11,26,ENSMUSG00000075028,100042784,ENSMUSG00000075028,Mus musculus
Q18317184,Cldn25-ps,9,,100042785,ENSMUSG00000105298,Mus musculus
Q18317202,Eif3j2,15,,100042807,ENSMUSG00000043424,Mus musculus
Q18317204,Vmn2r45,21,ENSMUSG00000090662,100042810,ENSMUSG00000090662,Mus musculus
Q18317205,Mrps36-ps2,10,,100042811,ENSMUSG00000081911,Mus musculus
Q18317206,Rps26-ps1,10,,100042812,ENSMUSG00000059775,Mus musculus
Q18317208,Apol7d,10,,100042814,ENSMUSG00000073652,Mus musculus
Q18317215,Rpl9-ps6,9,,100042823,ENSMUSG00000062456,Mus musculus
Q18317216,Rpl35a-ps6,9,,100042824,ENSMUSG00000094664,Mus musculus
Q18317223,Rpl9-ps4,9,,100042832,ENSMUSG00000094989,Mus musculus
Q18317237,Vmn2r41,21,ENSMUSG00000090892,100042848,ENSMUSG00000090892,Mus musculus
Q18317255,Rps25-ps1,9,,100042866,ENSMUSG00000067344,Mus musculus
Q18317260,Gm10112,9,,100042872,ENSMUSG00000062226,Mus musculus
Q18317266,Rpl17-ps10,18,ENSMUSG00000081895,100042880,ENSMUSG00000081895,Mus musculus
Q18317273,C920021L13Rik,10,,100042889,ENSMUSG00000080727,Mus musculus
Q18317275,Vmn2r47,21,ENSMUSG00000094107,100042891,ENSMUSG00000094107,Mus musculus
Q18317278,Vmn2r46,22,ENSMUSG00000090342,100042894,ENSMUSG00000090342,Mus musculus
Q18317284,Gm10540,9,,100042900,ENSMUSG00000073569,Mus musculus
Q18317293,Gm10489,7,,100042912,ENSMUSG00000097444,Mus musculus
Q18317298,Uqcrh-ps1,11,,100042918,ENSMUSG00000037438,Mus musculus
Q18317299,Vmn2r51,22,ENSMUSG00000058685,100042921,ENSMUSG00000058685,Mus musculus
Q18317339,Vmn1r-ps79,10,,100042966,ENSMUSG00000094160,Mus musculus
Q18317341,Vmn1r101,13,,100042968,ENSMUSG00000094545,Mus musculus
Q18317362,Vmn1r114,13,,100042996,ENSMUSG00000094085,Mus musculus
Q18317366,Rpl3-ps1,9,,100043000,ENSMUSG00000084349,Mus musculus
Q18317368,Llph-ps2,11,,100043002,ENSMUSG00000083364,Mus musculus
Q18317371,Vmn1r-ps73,9,,100043006,ENSMUSG00000094501,Mus musculus
Q18317374,Rpl10-ps6,9,,100043010,ENSMUSG00000080885,Mus musculus
Q18317377,Vmn1r126,13,,100043013,ENSMUSG00000096813,Mus musculus
Q18317379,Vmn1r131,13,,100043016,ENSMUSG00000093941,Mus musculus
Q18317386,Tnxa,9,,100043024,ENSMUSG00000092200,Mus musculus
Q18317388,Vmn1r-ps77,9,,100043026,ENSMUSG00000092506,Mus musculus
Q18317391,Vmn1r138,13,,100043029,ENSMUSG00000095163,Mus musculus
Q18317396,Rex2,20,ENSMUSG00000067919,100043034,ENSMUSG00000067919,Mus musculus
Q18317408,Vmn1r-ps70,9,,100043048,ENSMUSG00000095816,Mus musculus
Q18317411,Vmn1r149,13,,100043051,ENSMUSG00000094542,Mus musculus
Q18317413,Gm10620,8,,100043053,ENSMUSG00000074072,Mus musculus
Q18317417,Tmem207,13,,100043057,ENSMUSG00000091972,Mus musculus
Q18317426,Vmn1r158,13,,100043067,ENSMUSG00000094700,Mus musculus
Q18317444,Vmn1r166,13,,100043088,ENSMUSG00000096073,Mus musculus
Q18317445,Gm4221,30,,100043089,ENSMUSG00000096948,Mus musculus
Q18317450,Vmn1r-ps84,9,,100043095,ENSMUSG00000092496,Mus musculus
Q18317454,Vmn1r168,11,,100043101,ENSMUSG00000074291,Mus musculus
Q18317455,4632428C04Rik,10,,100043102,ENSMUSG00000097184,Mus musculus
Q18317456,Vmn1r169,12,,100043103,ENSMUSG00000094602,Mus musculus
Q18317460,Cyp2c69,11,,100043108,ENSMUSG00000092008,Mus musculus
Q18317486,H2-M10.5-ps1,9,,100043140,ENSMUSG00000092508,Mus musculus
Q18317487,Rpl10a-ps1,9,,100043141,ENSMUSG00000084416,Mus musculus
Q18317493,Gm4262,10,,100043147,ENSMUSG00000097056,Mus musculus
Q18317513,Gm9788,9,,100043167,ENSMUSG00000044065,Mus musculus
Q18317520,Trav12d-1,7,,100043177,ENSMUSG00000095689,Mus musculus
Q18317532,Rpl31-ps14,9,,100043192,ENSMUSG00000094191,Mus musculus
Q18317533,Sult2a2,17,ENSMUSG00000070811,100043194,ENSMUSG00000070811,Mus musculus
Q18317535,Trav12d-2,7,,100043197,ENSMUSG00000096129,Mus musculus
Q18317537,Olfr819,13,,100043200,ENSMUSG00000094295,Mus musculus
Q18317539,Trav3d-3,7,,100043202,ENSMUSG00000093953,Mus musculus
Q18317541,Trav14n-1,7,,100043204,ENSMUSG00000096827,Mus musculus
Q18317544,Amy2a1,15,ENSMUSG00000070360,100043207,ENSMUSG00000070360,Mus musculus
Q18317550,Trav14d-2,7,,100043214,ENSMUSG00000095560,Mus musculus
Q18317551,Rpl36-ps3,9,,100043215,ENSMUSG00000066629,Mus musculus
Q18317553,Gm10237,8,,100043217,ENSMUSG00000062279,Mus musculus
Q18317554,Trav12n-1,7,,100043218,ENSMUSG00000096055,Mus musculus
Q18317582,Nps,21,ENSMUSG00000073804,100043254,ENSMUSG00000073804,Mus musculus
Q18317596,Rps19-ps1,9,,100043269,ENSMUSG00000096681,Mus musculus
Q18317597,Trav12n-2,7,,100043270,ENSMUSG00000096531,Mus musculus
Q18317599,Inafm2,10,,100043272,ENSMUSG00000074918,Mus musculus
Q18317601,Trav9n-3,7,,100043274,ENSMUSG00000096541,Mus musculus
Q18317608,Trav3n-3,7,,100043282,ENSMUSG00000094877,Mus musculus
Q18317622,Esp16,10,,100043300,ENSMUSG00000096345,Mus musculus
Q18317626,Amd-ps3,9,,100043304,ENSMUSG00000060096,Mus musculus
Q18317629,Trav14n-3,7,,100043308,ENSMUSG00000076824,Mus musculus
Q18317634,Hmgb1-ps5,9,,100043312,ENSMUSG00000083822,Mus musculus
Q18317635,Gm4353,9,,100043313,ENSMUSG00000091900,Mus musculus
Q18317636,Tigit,21,ENSMUSG00000071552,100043314,ENSMUSG00000071552,Mus musculus
Q18317643,Trav12-2,7,,100043322,ENSMUSG00000096656,Mus musculus
Q18317647,Scgb2b3,18,ENSMUSG00000078754,100043326,ENSMUSG00000078754,Mus musculus
Q18317653,Ankrd66,22,ENSMUSG00000096140,100043332,ENSMUSG00000096140,Mus musculus
Q18317662,Rpl35a-ps3,9,,100043341,ENSMUSG00000067575,Mus musculus
Q18317674,Scgb1b10,8,,100043355,ENSMUSG00000099581,Mus musculus
Q18317692,Scgb1b15,8,,100043376,ENSMUSG00000101232,Mus musculus
Q18317700,Gm16494,8,,100043385,ENSMUSG00000091775,Mus musculus
Q18317703,Scgb1b17,8,,100043388,ENSMUSG00000099898,Mus musculus
Q18317706,Rpl10-ps1,9,,100043391,ENSMUSG00000080859,Mus musculus
Q18317712,Scgb2b22-ps,9,,100043398,ENSMUSG00000083381,Mus musculus
Q18317715,Scgb1b22-ps,9,,100043401,ENSMUSG00000079892,Mus musculus
Q18317731,Rpl35a-ps4,9,,100043423,ENSMUSG00000083424,Mus musculus
Q18317762,Nutf2-ps1,10,,100043462,ENSMUSG00000071497,Mus musculus
Q18317768,Zfp955b,13,,100043468,ENSMUSG00000096910,Mus musculus
Q18317771,Hcfc1r1-ps1,9,,100043471,ENSMUSG00000105235,Mus musculus
Q18317774,Olfr1564,12,,100043474,ENSMUSG00000096169,Mus musculus
Q18317783,Rpl36-ps2,9,,100043483,ENSMUSG00000024205,Mus musculus
Q18317792,Alms1-ps1,9,,100043493,ENSMUSG00000090256,Mus musculus
Q18317797,Gm4479,9,,100043499,ENSMUSG00000094250,Mus musculus
Q18317810,Vmn2r-ps32,9,,100043512,ENSMUSG00000093724,Mus musculus
Q18317831,Vmn1r100,13,,100043536,ENSMUSG00000096386,Mus musculus
Q18317854,Vmn1r112,13,,100043569,ENSMUSG00000094284,Mus musculus
Q18317870,Smt3h2-ps2,9,,100043590,ENSMUSG00000074184,Mus musculus
Q18317876,Vmn1r130,13,,100043596,ENSMUSG00000094208,Mus musculus
Q18317877,Srcap,34,ENSMUSG00000053877,100043597,ENSMUSG00000053877,Mus musculus
Q18317881,Vmn1r132,12,,100043604,ENSMUSG00000074322,Mus musculus
Q18317883,Arl4aos,13,,100043606,ENSMUSG00000086315,Mus musculus
Q18317888,Vmn1r137,13,,100043614,ENSMUSG00000095962,Mus musculus
Q18317899,Gm4559,10,,100043627,ENSMUSG00000056885,Mus musculus
Q18317926,Vmn1r165,13,,100043667,ENSMUSG00000095358,Mus musculus
Q18317940,Amy2a4,22,ENSMUSG00000096770,100043684,ENSMUSG00000096770,Mus musculus
Q18317942,Amy2a3,22,ENSMUSG00000093931,100043686,ENSMUSG00000093931,Mus musculus
Q18317944,Amy2a2,22,ENSMUSG00000096569,100043688,ENSMUSG00000096569,Mus musculus
Q18317952,Gm9959,9,,100043697,ENSMUSG00000054957,Mus musculus
Q18317958,Tpt1-ps3,9,,100043703,ENSMUSG00000084319,Mus musculus
Q18318004,Zfp831,24,ENSMUSG00000050600,100043757,ENSMUSG00000050600,Mus musculus
Q18318019,Zfp850,23,ENSMUSG00000096916,100043772,ENSMUSG00000096916,Mus musculus
Q18318026,Rps3a2,9,,100043780,ENSMUSG00000062611,Mus musculus
Q18318045,Rps13-ps6,9,,100043799,ENSMUSG00000082987,Mus musculus
Q18318059,Rps27rt,17,ENSMUSG00000050621,100043813,ENSMUSG00000050621,Mus musculus
Q18318070,Mrps36-ps1,9,,100043826,ENSMUSG00000021631,Mus musculus
Q18318079,Scgb2b7,12,,100043836,ENSMUSG00000094053,Mus musculus
Q18318084,Scgb2b11,19,ENSMUSG00000099729,100043842,ENSMUSG00000099729,Mus musculus
Q18318085,Rps15a-ps7,9,,100043843,ENSMUSG00000081087,Mus musculus
Q18318090,Scgb2b18,19,ENSMUSG00000100058,100043856,ENSMUSG00000100058,Mus musculus
Q18318093,Scgb1b21,8,,100043859,ENSMUSG00000095487,Mus musculus
Q18318094,Scgb1b24,17,ENSMUSG00000078753,100043860,ENSMUSG00000078753,Mus musculus
Q18318095,Klrb1,20,ENSMUSG00000079299,100043861,ENSMUSG00000079299,Mus musculus
Q18318098,Scgb1b26-ps,9,,100043864,ENSMUSG00000083942,Mus musculus
Q18318102,Scgb1b30,18,ENSMUSG00000078752,100043868,ENSMUSG00000078752,Mus musculus
Q18318106,Rpl17-ps9,9,,100043872,ENSMUSG00000066543,Mus musculus
Q18318120,Dynlt1-ps1,9,,100043890,ENSMUSG00000082691,Mus musculus
Q18318123,Rpl36a-ps3,9,,100043893,ENSMUSG00000071141,Mus musculus
Q18318127,R3hdml,21,ENSMUSG00000078949,100043899,ENSMUSG00000078949,Mus musculus
Q18318130,Six3os1,17,,100043902,ENSMUSG00000093460,Mus musculus
Q18318133,Gm10184,9,,100043906,ENSMUSG00000066878,Mus musculus
Q18318137,A630075F10Rik,11,,100043910,ENSMUSG00000097065,Mus musculus
Q18318138,Ppp4r1l-ps,12,,100043911,ENSMUSG00000055897,Mus musculus
Q18318142,Fam205a4,24,ENSMUSG00000078746,100043920,ENSMUSG00000078746,Mus musculus
Q18318165,Gm20939,12,,100044193,ENSMUSG00000095193,Mus musculus
Q18318168,Tgfbr3l,13,,100044509,ENSMUSG00000089736,Mus musculus
Q18318171,Rps10-ps4,9,,100044666,ENSMUSG00000083988,Mus musculus
Q18318184,Rnf223,15,,100045778,ENSMUSG00000110404,Mus musculus
Q18318185,Ect2l,14,,100045792,ENSMUSG00000071392,Mus musculus
Q18318215,Pitpnm2os2,11,,100047482,ENSMUSG00000089842,Mus musculus
Q18318231,Cfap43,33,ENSMUSG00000044948,100048534,ENSMUSG00000044948,Mus musculus
Q18318233,Pet117,12,,100048644,ENSMUSG00000098387,Mus musculus
Q18318234,Ddx43,26,ENSMUSG00000070291,100048658,ENSMUSG00000070291,Mus musculus
Q20969462,Mup18,19,ENSMUSG00000078674,100048884,ENSMUSG00000078674,Mus musculus
Q18318277,Gm9857,7,,100049165,ENSMUSG00000051638,Mus musculus
Q18318280,Gm10392,7,,100049168,ENSMUSG00000072673,Mus musculus
Q18318282,Gm10428,6,,100049172,ENSMUSG00000096083,Mus musculus
Q18318285,Mir741,10,,100049545,ENSMUSG00000077119,Mus musculus
Q18318286,Mir743,10,,100049546,ENSMUSG00000077127,Mus musculus
Q18318287,Mir804,10,,100049547,ENSMUSG00000076450,Mus musculus
Q18318288,Mir742,10,,100049548,ENSMUSG00000077092,Mus musculus
Q18318289,Mir181d,10,,100049549,ENSMUSG00000076338,Mus musculus
Q18318298,A730015C16Rik,6,,100049569,ENSMUSG00000090551,Mus musculus
Q18318325,Mir290a,10,,100049710,ENSMUSG00000077815,Mus musculus
Q18318326,Mir292,10,,100049711,ENSMUSG00000078041,Mus musculus
Q18318327,Mir294,10,,100049712,ENSMUSG00000077903,Mus musculus
Q18318328,Mir295,10,,100049713,ENSMUSG00000077886,Mus musculus
Q18318329,Mir293,10,,100049714,ENSMUSG00000078035,Mus musculus
Q18318330,Mir291a,10,,100049715,ENSMUSG00000078008,Mus musculus
Q18271149,Lrrc19,22,ENSMUSG00000049799,100061,ENSMUSG00000049799,Mus musculus
Q18271150,Cyp2j11,20,ENSMUSG00000066097,100066,ENSMUSG00000066097,Mus musculus
Q18271153,Camta1,40,ENSMUSG00000014592,100072,ENSMUSG00000014592,Mus musculus
Q18318332,Yy2,18,ENSMUSG00000091736,100073351,ENSMUSG00000091736,Mus musculus
Q18271154,Kti12,23,ENSMUSG00000073775,100087,ENSMUSG00000073775,Mus musculus
Q18271155,Rcc1,30,ENSMUSG00000028896,100088,ENSMUSG00000028896,Mus musculus
Q18271157,Zbtb48,40,ENSMUSG00000028952,100090,ENSMUSG00000028952,Mus musculus
Q18318366,Trac,7,,100101484,ENSMUSG00000076928,Mus musculus
Q18318367,Trav10d,7,,100101486,ENSMUSG00000094792,Mus musculus
Q18318368,Trav5d-2,9,,100101488,ENSMUSG00000104714,Mus musculus
Q18318369,Trav5d-3,9,,100101489,ENSMUSG00000105887,Mus musculus
Q18318370,Trav15d-2-dv6d-2,7,,100101491,ENSMUSG00000105953,Mus musculus
Q18318377,Srp54c,21,ENSMUSG00000079108,100101806,ENSMUSG00000079108,Mus musculus
Q18318379,Dnah7c,26,ENSMUSG00000101337,100101919,ENSMUSG00000101337,Mus musculus
Q18318380,Trav15d-3,9,,100101934,ENSMUSG00000106481,Mus musculus
Q18318381,Trav12-4,9,,100101936,ENSMUSG00000105380,Mus musculus
Q18318382,Trav20,9,,100101939,ENSMUSG00000086858,Mus musculus
Q20955896,Trav21-dv12,7,,100101940,ENSMUSG00000076863,Mus musculus
Q18318383,Trav22,9,,100101941,ENSMUSG00000104650,Mus musculus
Q18318384,Trdv2-1,7,,100101942,ENSMUSG00000076865,Mus musculus
Q18271158,Pcsk9,21,ENSMUSG00000044254,100102,ENSMUSG00000044254,Mus musculus
Q20951654,Snora15,10,,100113364,ENSMUSG00000093413,Mus musculus
Q18318393,Astx5,10,,100113394,ENSMUSG00000095521,Mus musculus
Q18318394,Gm10689,9,,100113396,ENSMUSG00000074412,Mus musculus
Q18318395,Adat3,23,ENSMUSG00000113640,100113398,ENSMUSG00000113640,Mus musculus
Q18318396,Trav15-3,9,,100113411,ENSMUSG00000105090,Mus musculus
Q18318397,Trav13-4-dv7,7,,100113412,ENSMUSG00000094562,Mus musculus
Q18318398,Trav6-7-dv9,7,,100113413,ENSMUSG00000095126,Mus musculus
Q18318399,Trav4-4-dv10,7,,100113414,ENSMUSG00000096096,Mus musculus
Q18318422,Trav23,9,,100113481,ENSMUSG00000106289,Mus musculus
Q18318423,Trdv3,9,,100114900,ENSMUSG00000105823,Mus musculus
Q18318424,Trdv4,7,,100114901,ENSMUSG00000076867,Mus musculus
Q18318425,Trdd1,7,,100114902,ENSMUSG00000096749,Mus musculus
Q18318426,Trdd2,7,,100114904,ENSMUSG00000096176,Mus musculus
Q18318427,Trdj1,7,,100115376,ENSMUSG00000076870,Mus musculus
Q18318428,Trdj2,7,,100118398,ENSMUSG00000076871,Mus musculus
Q18271161,Tdrd7,31,ENSMUSG00000035517,100121,ENSMUSG00000035517,Mus musculus
Q18318429,Trdc,7,,100123473,ENSMUSG00000104876,Mus musculus
Q18318430,Traj61,9,,100124287,ENSMUSG00000090574,Mus musculus
Q18318431,Traj60,9,,100124288,ENSMUSG00000090782,Mus musculus
Q18318433,Traj59,7,,100124293,ENSMUSG00000076874,Mus musculus
Q18318434,Traj58,7,,100124294,ENSMUSG00000076875,Mus musculus
Q18318435,Traj57,7,,100124295,ENSMUSG00000076876,Mus musculus
Q18318436,Traj56,7,,100124296,ENSMUSG00000076877,Mus musculus
Q18318437,Traj55,9,,100124297,ENSMUSG00000091005,Mus musculus
Q18318438,Traj54,9,,100124333,ENSMUSG00000091326,Mus musculus
Q18318439,Traj53,7,,100124335,ENSMUSG00000076878,Mus musculus
Q18318440,Traj52,7,,100124336,ENSMUSG00000076879,Mus musculus
Q18318441,Traj51,9,,100124337,ENSMUSG00000076880,Mus musculus
Q18318442,Traj50,7,,100124338,ENSMUSG00000076881,Mus musculus
Q18318443,Traj49,7,,100124339,ENSMUSG00000076882,Mus musculus
Q18318444,Traj48,7,,100124340,ENSMUSG00000076883,Mus musculus
Q18318445,Traj47,7,,100124341,ENSMUSG00000105216,Mus musculus
Q18318446,Traj46,7,,100124342,ENSMUSG00000076884,Mus musculus
Q18318447,Traj45,7,,100124343,ENSMUSG00000076885,Mus musculus
Q18318448,Traj44,7,,100124344,ENSMUSG00000076886,Mus musculus
Q18318449,Traj43,7,,100124345,ENSMUSG00000076887,Mus musculus
Q18318450,Traj42,7,,100124346,ENSMUSG00000076888,Mus musculus
